experiment	cell	model	metric	value
E18-L1L2R1	vdi-ebay	llama	credited	0.0559
E18-L1L2R1	vdi-ebay	llama	d_strict	0.0128
E18-L1L2R1	vdi-ebay	llama	d_credited	-0.0255
E18-L1L2R1	vdi-ebay	llama	n	4188
E18-L1L2L3R1	vdi-ebay	llama	strict	0.0502
E18-L1L2L3R1	vdi-ebay	llama	credited	0.0662
E18-L1L2L3R1	vdi-ebay	llama	d_strict	0.0097
E18-L1L2L3R1	vdi-ebay	llama	d_credited	-0.0153
E18-L1L2L3R1	vdi-ebay	llama	n	840
E18-baseline	g1-web	mistral	strict	0.2416
E18-baseline	g1-web	mistral	credited	0.2542
E18-baseline	g1-web	mistral	d_strict	0.0
E18-baseline	g1-web	mistral	d_credited	0.0
E18-baseline	g1-web	mistral	n	7671
E18-L1	g1-web	mistral	strict	0.2419
E18-L1	g1-web	mistral	credited	0.2552
E18-L1	g1-web	mistral	d_strict	0.0003
E18-L1	g1-web	mistral	d_credited	0.001
E18-L1	g1-web	mistral	n	7622
E18-L2	g1-web	mistral	strict	0.2419
E18-L2	g1-web	mistral	credited	0.2545
E18-L2	g1-web	mistral	d_strict	0.0003
E18-L2	g1-web	mistral	d_credited	0.0003
E18-L2	g1-web	mistral	n	7659
E18-L1L2	g1-web	mistral	strict	0.2422
E18-L1L2	g1-web	mistral	credited	0.2556
E18-L1L2	g1-web	mistral	d_strict	0.0006
E18-L1L2	g1-web	mistral	d_credited	0.0014
E18-L1L2	g1-web	mistral	n	7610
E18-L1L2R1	g1-web	mistral	strict	0.2422
E18-L1L2R1	g1-web	mistral	credited	0.2485
E18-L1L2R1	g1-web	mistral	d_strict	0.0006
E18-L1L2R1	g1-web	mistral	d_credited	-0.0057
E18-L1L2R1	g1-web	mistral	n	5574
E18-L1L2L3R1	g1-web	mistral	strict	0.2451
E18-L1L2L3R1	g1-web	mistral	credited	0.2522
E18-L1L2L3R1	g1-web	mistral	d_strict	0.0035
E18-L1L2L3R1	g1-web	mistral	d_credited	-0.002
E18-L1L2L3R1	g1-web	mistral	n	2003
E18-baseline	g2-diseases	mistral	strict	0.1
E18-baseline	g2-diseases	mistral	credited	0.1014
E18-baseline	g2-diseases	mistral	d_strict	0.0
E18-baseline	g2-diseases	mistral	d_credited	0.0
E18-baseline	g2-diseases	mistral	n	21816
E18-L1	g2-diseases	mistral	strict	0.1
E18-L1	g2-diseases	mistral	credited	0.1014
E18-L1	g2-diseases	mistral	d_strict	0.0
E18-L1	g2-diseases	mistral	d_credited	0.0
E18-L1	g2-diseases	mistral	n	21782
E18-L2	g2-diseases	mistral	strict	0.1865
E18-L2	g2-diseases	mistral	credited	0.188
E18-L2	g2-diseases	mistral	d_strict	0.0866
E18-L2	g2-diseases	mistral	d_credited	0.0866
E18-L2	g2-diseases	mistral	n	20909
E18-L1L2	g2-diseases	mistral	strict	0.1865
E18-L1L2	g2-diseases	mistral	credited	0.188
E18-L1L2	g2-diseases	mistral	d_strict	0.0866
E18-L1L2	g2-diseases	mistral	d_credited	0.0866
E18-L1L2	g2-diseases	mistral	n	20875
E18-L1L2R1	g2-diseases	mistral	strict	0.1865
E18-L1L2R1	g2-diseases	mistral	credited	0.1866
E18-L1L2R1	g2-diseases	mistral	d_strict	0.0865
E18-L1L2R1	g2-diseases	mistral	d_credited	0.0852
E18-L1L2R1	g2-diseases	mistral	n	16485
E18-L1L2L3R1	g2-diseases	mistral	strict	0.1869
E18-L1L2L3R1	g2-diseases	mistral	credited	0.1888
E18-L1L2L3R1	g2-diseases	mistral	d_strict	0.087
E18-L1L2L3R1	g2-diseases	mistral	d_credited	0.0874
E18-L1L2L3R1	g2-diseases	mistral	n	2608
E18-baseline	g3-text	mistral	strict	0.2138
E18-baseline	g3-text	mistral	credited	0.2146
E18-baseline	g3-text	mistral	d_strict	0.0
E18-baseline	g3-text	mistral	d_credited	0.0
E18-baseline	g3-text	mistral	n	3202
E18-L1	g3-text	mistral	strict	0.2138
E18-L1	g3-text	mistral	credited	0.2146
E18-L1	g3-text	mistral	d_strict	0.0
E18-L1	g3-text	mistral	d_credited	0.0
E18-L1	g3-text	mistral	n	3202
E18-L2	g3-text	mistral	strict	0.241
E18-L2	g3-text	mistral	credited	0.2417
E18-L2	g3-text	mistral	d_strict	0.0272
E18-L2	g3-text	mistral	d_credited	0.0272
E18-L2	g3-text	mistral	n	3086
E18-L1L2	g3-text	mistral	strict	0.241
E18-L1L2	g3-text	mistral	credited	0.2417
E18-L1L2	g3-text	mistral	d_strict	0.0272
E18-L1L2	g3-text	mistral	d_credited	0.0272
E18-L1L2	g3-text	mistral	n	3086
E18-L1L2R1	g3-text	mistral	strict	0.2415
E18-L1L2R1	g3-text	mistral	credited	0.2417
E18-L1L2R1	g3-text	mistral	d_strict	0.0277
E18-L1L2R1	g3-text	mistral	d_credited	0.0271
E18-L1L2R1	g3-text	mistral	n	3063
E18-L1L2L3R1	g3-text	mistral	strict	0.2105
E18-L1L2L3R1	g3-text	mistral	credited	0.2116
E18-L1L2L3R1	g3-text	mistral	d_strict	-0.0034
E18-L1L2L3R1	g3-text	mistral	d_credited	-0.0029
E18-L1L2L3R1	g3-text	mistral	n	361
E18-baseline	g5-groceries	mistral	strict	0.2418
E18-baseline	g5-groceries	mistral	credited	0.2578
E18-baseline	g5-groceries	mistral	d_strict	0.0
E18-baseline	g5-groceries	mistral	d_credited	0.0
E18-baseline	g5-groceries	mistral	n	730
E18-L1	g5-groceries	mistral	strict	0.2419
E18-L1	g5-groceries	mistral	credited	0.2579
E18-L1	g5-groceries	mistral	d_strict	0.0001
E18-L1	g5-groceries	mistral	d_credited	0.0001
E18-L1	g5-groceries	mistral	n	729
E18-L2	g5-groceries	mistral	strict	0.2371
E18-L2	g5-groceries	mistral	credited	0.2531
E18-L2	g5-groceries	mistral	d_strict	-0.0047
E18-L2	g5-groceries	mistral	d_credited	-0.0047
E18-L2	g5-groceries	mistral	n	728
E18-L1L2	g5-groceries	mistral	strict	0.2372
E18-L1L2	g5-groceries	mistral	credited	0.2532
E18-L1L2	g5-groceries	mistral	d_strict	-0.0046
E18-L1L2	g5-groceries	mistral	d_credited	-0.0046
E18-L1L2	g5-groceries	mistral	n	727
E18-L1L2R1	g5-groceries	mistral	strict	0.2313
E18-L1L2R1	g5-groceries	mistral	credited	0.2426
E18-L1L2R1	g5-groceries	mistral	d_strict	-0.0106
E18-L1L2R1	g5-groceries	mistral	d_credited	-0.0152
E18-L1L2R1	g5-groceries	mistral	n	612
E18-L1L2L3R1	g5-groceries	mistral	strict	0.242
E18-L1L2L3R1	g5-groceries	mistral	credited	0.2633
E18-L1L2L3R1	g5-groceries	mistral	d_strict	0.0002
E18-L1L2L3R1	g5-groceries	mistral	d_credited	0.0056
E18-L1L2L3R1	g5-groceries	mistral	n	180
E18-baseline	g7-literature	mistral	strict	0.2475
E18-baseline	g7-literature	mistral	credited	0.2671
E18-baseline	g7-literature	mistral	d_strict	0.0
E18-baseline	g7-literature	mistral	d_credited	0.0
E18-baseline	g7-literature	mistral	n	514
E18-L1	g7-literature	mistral	strict	0.2475
E18-L1	g7-literature	mistral	credited	0.2671
E18-L1	g7-literature	mistral	d_strict	0.0
E18-L1	g7-literature	mistral	d_credited	0.0
E18-L1	g7-literature	mistral	n	514
E18-L2	g7-literature	mistral	strict	0.2475
E18-L2	g7-literature	mistral	credited	0.2671
E18-L2	g7-literature	mistral	d_strict	0.0
E18-L2	g7-literature	mistral	d_credited	0.0
E18-L2	g7-literature	mistral	n	514
E18-L1L2	g7-literature	mistral	strict	0.2475
E18-L1L2	g7-literature	mistral	credited	0.2671
E18-L1L2	g7-literature	mistral	d_strict	0.0
E18-L1L2	g7-literature	mistral	d_credited	0.0
E18-L1L2	g7-literature	mistral	n	514
E18-L1L2R1	g7-literature	mistral	strict	0.2517
E18-L1L2R1	g7-literature	mistral	credited	0.2533
E18-L1L2R1	g7-literature	mistral	d_strict	0.0042
E18-L1L2R1	g7-literature	mistral	d_credited	-0.0138
E18-L1L2R1	g7-literature	mistral	n	411
E18-L1L2L3R1	g7-literature	mistral	strict	0.2994
E18-L1L2L3R1	g7-literature	mistral	credited	0.3288
E18-L1L2L3R1	g7-literature	mistral	d_strict	0.0519
E18-L1L2L3R1	g7-literature	mistral	d_credited	0.0617
E18-L1L2L3R1	g7-literature	mistral	n	64
E18-baseline	mouse-human	mistral	strict	0.1843
E18-baseline	mouse-human	mistral	credited	0.2076
E18-baseline	mouse-human	mistral	d_strict	0.0
E18-baseline	mouse-human	mistral	d_credited	0.0
E18-baseline	mouse-human	mistral	n	22640
E18-L1	mouse-human	mistral	strict	0.1827
E18-L1	mouse-human	mistral	credited	0.2062
E18-L1	mouse-human	mistral	d_strict	-0.0016
E18-L1	mouse-human	mistral	d_credited	-0.0014
E18-L1	mouse-human	mistral	n	22585
E18-L2	mouse-human	mistral	strict	0.1975
E18-L2	mouse-human	mistral	credited	0.2209
E18-L2	mouse-human	mistral	d_strict	0.0132
E18-L2	mouse-human	mistral	d_credited	0.0132
E18-L2	mouse-human	mistral	n	21734
E18-L1L2	mouse-human	mistral	strict	0.1959
E18-L1L2	mouse-human	mistral	credited	0.2195
E18-L1L2	mouse-human	mistral	d_strict	0.0116
E18-L1L2	mouse-human	mistral	d_credited	0.0118
E18-L1L2	mouse-human	mistral	n	21679
E18-L1L2R1	mouse-human	mistral	strict	0.1897
E18-L1L2R1	mouse-human	mistral	credited	0.1988
E18-L1L2R1	mouse-human	mistral	d_strict	0.0054
E18-L1L2R1	mouse-human	mistral	d_credited	-0.0088
E18-L1L2R1	mouse-human	mistral	n	15459
E18-L1L2L3R1	mouse-human	mistral	strict	0.2024
E18-L1L2L3R1	mouse-human	mistral	credited	0.2173
E18-L1L2L3R1	mouse-human	mistral	d_strict	0.0181
E18-L1L2L3R1	mouse-human	mistral	d_credited	0.0096
E18-L1L2L3R1	mouse-human	mistral	n	5409
E18-baseline	vdi-ebay	mistral	strict	0.0447
E18-baseline	vdi-ebay	mistral	credited	0.082
E18-baseline	vdi-ebay	mistral	d_strict	0.0
E18-baseline	vdi-ebay	mistral	d_credited	0.0
E18-baseline	vdi-ebay	mistral	n	9047
E18-L1	vdi-ebay	mistral	strict	0.0447
E18-L1	vdi-ebay	mistral	credited	0.082
E18-L1	vdi-ebay	mistral	d_strict	0.0
E18-L1	vdi-ebay	mistral	d_credited	0.0
E18-L1	vdi-ebay	mistral	n	9046
E18-L2	vdi-ebay	mistral	strict	0.0548
E18-L2	vdi-ebay	mistral	credited	0.0921
E18-L2	vdi-ebay	mistral	d_strict	0.0101
E18-L2	vdi-ebay	mistral	d_credited	0.0101
E18-L2	vdi-ebay	mistral	n	8915
E18-L1L2	vdi-ebay	mistral	strict	0.0548
E18-L1L2	vdi-ebay	mistral	credited	0.0921
E18-L1L2	vdi-ebay	mistral	d_strict	0.0101
E18-L1L2	vdi-ebay	mistral	d_credited	0.0101
E18-L1L2	vdi-ebay	mistral	n	8914
E18-L1L2R1	vdi-ebay	mistral	strict	0.0627
E18-L1L2R1	vdi-ebay	mistral	credited	0.064
E18-L1L2R1	vdi-ebay	mistral	d_strict	0.018
E18-L1L2R1	vdi-ebay	mistral	d_credited	-0.018
E18-L1L2R1	vdi-ebay	mistral	n	6593
E18-L1L2L3R1	vdi-ebay	mistral	strict	0.0743
E18-L1L2L3R1	vdi-ebay	mistral	credited	0.0886
E18-L1L2L3R1	vdi-ebay	mistral	d_strict	0.0296
E18-L1L2L3R1	vdi-ebay	mistral	d_credited	0.0066
E18-L1L2L3R1	vdi-ebay	mistral	n	1033
E18-baseline	g1-web	gemma4	strict	0.2203
E18-baseline	g1-web	gemma4	credited	0.2426
E18-baseline	g1-web	gemma4	d_strict	0.0
E18-baseline	g1-web	gemma4	d_credited	0.0
E18-baseline	g1-web	gemma4	n	4974
E18-L1	g1-web	gemma4	strict	0.2203
E18-L1	g1-web	gemma4	credited	0.2426
E18-L1	g1-web	gemma4	d_strict	0.0
E18-L1	g1-web	gemma4	d_credited	0.0
E18-L1	g1-web	gemma4	n	4974
E18-L2	g1-web	gemma4	strict	0.2389
E18-L2	g1-web	gemma4	credited	0.2612
E18-L2	g1-web	gemma4	d_strict	0.0186
E18-L2	g1-web	gemma4	d_credited	0.0186
E18-L2	g1-web	gemma4	n	4840
E18-L1L2	g1-web	gemma4	strict	0.2389
E18-L1L2	g1-web	gemma4	credited	0.2612
E18-L1L2	g1-web	gemma4	d_strict	0.0186
E18-L1L2	g1-web	gemma4	d_credited	0.0186
E18-L1L2	g1-web	gemma4	n	4840
E18-L1L2R1	g1-web	gemma4	strict	0.2414
E18-L1L2R1	g1-web	gemma4	credited	0.2554
E18-L1L2R1	g1-web	gemma4	d_strict	0.0211
E18-L1L2R1	g1-web	gemma4	d_credited	0.0128
E18-L1L2R1	g1-web	gemma4	n	3419
E18-L1L2L3R1	g1-web	gemma4	strict	0.2419
E18-L1L2L3R1	g1-web	gemma4	credited	0.2634
E18-L1L2L3R1	g1-web	gemma4	d_strict	0.0216
E18-L1L2L3R1	g1-web	gemma4	d_credited	0.0208
E18-L1L2L3R1	g1-web	gemma4	n	2610
E18-baseline	g2-diseases	gemma4	strict	0.1649
E18-baseline	g2-diseases	gemma4	credited	0.1719
E18-baseline	g2-diseases	gemma4	d_strict	0.0
E18-baseline	g2-diseases	gemma4	d_credited	0.0
E18-baseline	g2-diseases	gemma4	n	13289
E18-L1	g2-diseases	gemma4	strict	0.1649
E18-L1	g2-diseases	gemma4	credited	0.1719
E18-L1	g2-diseases	gemma4	d_strict	0.0
E18-L1	g2-diseases	gemma4	d_credited	0.0
E18-L1	g2-diseases	gemma4	n	13274
E18-L2	g2-diseases	gemma4	strict	0.1927
E18-L2	g2-diseases	gemma4	credited	0.1997
E18-L2	g2-diseases	gemma4	d_strict	0.0278
E18-L2	g2-diseases	gemma4	d_credited	0.0278
E18-L2	g2-diseases	gemma4	n	13064
E18-L1L2	g2-diseases	gemma4	strict	0.1927
E18-L1L2	g2-diseases	gemma4	credited	0.1998
E18-L1L2	g2-diseases	gemma4	d_strict	0.0278
E18-L1L2	g2-diseases	gemma4	d_credited	0.0279
E18-L1L2	g2-diseases	gemma4	n	13049
E18-L1L2R1	g2-diseases	gemma4	strict	0.1933
E18-L1L2R1	g2-diseases	gemma4	credited	0.1949
E18-L1L2R1	g2-diseases	gemma4	d_strict	0.0284
E18-L1L2R1	g2-diseases	gemma4	d_credited	0.023
E18-L1L2R1	g2-diseases	gemma4	n	9903
E18-L1L2L3R1	g2-diseases	gemma4	strict	0.1958
E18-L1L2L3R1	g2-diseases	gemma4	credited	0.2001
E18-L1L2L3R1	g2-diseases	gemma4	d_strict	0.0309
E18-L1L2L3R1	g2-diseases	gemma4	d_credited	0.0282
E18-L1L2L3R1	g2-diseases	gemma4	n	4335
E18-baseline	g3-text	gemma4	strict	0.3571
E18-baseline	g3-text	gemma4	credited	0.3582
E18-baseline	g3-text	gemma4	d_strict	0.0
E18-baseline	g3-text	gemma4	d_credited	0.0
E18-baseline	g3-text	gemma4	n	2303
E18-L1	g3-text	gemma4	strict	0.3571
E18-L1	g3-text	gemma4	credited	0.3582
E18-L1	g3-text	gemma4	d_strict	0.0
E18-L1	g3-text	gemma4	d_credited	0.0
E18-L1	g3-text	gemma4	n	2303
E18-L2	g3-text	gemma4	strict	0.3777
E18-L2	g3-text	gemma4	credited	0.3788
E18-L2	g3-text	gemma4	d_strict	0.0206
E18-L2	g3-text	gemma4	d_credited	0.0206
E18-L2	g3-text	gemma4	n	2213
E18-L1L2	g3-text	gemma4	strict	0.3777
E18-L1L2	g3-text	gemma4	credited	0.3788
E18-L1L2	g3-text	gemma4	d_strict	0.0206
E18-L1L2	g3-text	gemma4	d_credited	0.0206
E18-L1L2	g3-text	gemma4	n	2213
E18-L1L2R1	g3-text	gemma4	strict	0.3785
E18-L1L2R1	g3-text	gemma4	credited	0.3785
E18-L1L2R1	g3-text	gemma4	d_strict	0.0214
E18-L1L2R1	g3-text	gemma4	d_credited	0.0203
E18-L1L2R1	g3-text	gemma4	n	2193
E18-L1L2L3R1	g3-text	gemma4	strict	0.3306
E18-L1L2L3R1	g3-text	gemma4	credited	0.3317
E18-L1L2L3R1	g3-text	gemma4	d_strict	-0.0265
E18-L1L2L3R1	g3-text	gemma4	d_credited	-0.0264
E18-L1L2L3R1	g3-text	gemma4	n	866
E18-baseline	g5-groceries	gemma4	strict	0.3445
E18-baseline	g5-groceries	gemma4	credited	0.3953
E18-baseline	g5-groceries	gemma4	d_strict	0.0
E18-baseline	g5-groceries	gemma4	d_credited	0.0
E18-baseline	g5-groceries	gemma4	n	490
E18-L1	g5-groceries	gemma4	strict	0.3445
E18-L1	g5-groceries	gemma4	credited	0.3953
E18-L1	g5-groceries	gemma4	d_strict	0.0
E18-L1	g5-groceries	gemma4	d_credited	0.0
E18-L1	g5-groceries	gemma4	n	490
E18-L2	g5-groceries	gemma4	strict	0.3513
E18-L2	g5-groceries	gemma4	credited	0.4021
E18-L2	g5-groceries	gemma4	d_strict	0.0068
E18-L2	g5-groceries	gemma4	d_credited	0.0068
E18-L2	g5-groceries	gemma4	n	478
E18-L1L2	g5-groceries	gemma4	strict	0.3513
E18-L1L2	g5-groceries	gemma4	credited	0.4021
E18-L1L2	g5-groceries	gemma4	d_strict	0.0068
E18-L1L2	g5-groceries	gemma4	d_credited	0.0068
E18-L1L2	g5-groceries	gemma4	n	478
E18-L1L2R1	g5-groceries	gemma4	strict	0.3565
E18-L1L2R1	g5-groceries	gemma4	credited	0.3819
E18-L1L2R1	g5-groceries	gemma4	d_strict	0.012
E18-L1L2R1	g5-groceries	gemma4	d_credited	-0.0134
E18-L1L2R1	g5-groceries	gemma4	n	407
E18-L1L2L3R1	g5-groceries	gemma4	strict	0.3534
E18-L1L2L3R1	g5-groceries	gemma4	credited	0.3896
E18-L1L2L3R1	g5-groceries	gemma4	d_strict	0.0089
E18-L1L2L3R1	g5-groceries	gemma4	d_credited	-0.0057
E18-L1L2L3R1	g5-groceries	gemma4	n	355
E18-baseline	g7-literature	gemma4	strict	0.4033
E18-baseline	g7-literature	gemma4	credited	0.4552
E18-baseline	g7-literature	gemma4	d_strict	0.0
E18-baseline	g7-literature	gemma4	d_credited	0.0
E18-baseline	g7-literature	gemma4	n	278
E18-L1	g7-literature	gemma4	strict	0.4033
E18-L1	g7-literature	gemma4	credited	0.4552
E18-L1	g7-literature	gemma4	d_strict	0.0
E18-L1	g7-literature	gemma4	d_credited	0.0
E18-L1	g7-literature	gemma4	n	278
E18-L2	g7-literature	gemma4	strict	0.4187
E18-L2	g7-literature	gemma4	credited	0.4706
E18-L2	g7-literature	gemma4	d_strict	0.0154
E18-L2	g7-literature	gemma4	d_credited	0.0154
E18-L2	g7-literature	gemma4	n	275
E18-L1L2	g7-literature	gemma4	strict	0.4187
E18-L1L2	g7-literature	gemma4	credited	0.4706
E18-L1L2	g7-literature	gemma4	d_strict	0.0154
E18-L1L2	g7-literature	gemma4	d_credited	0.0154
E18-L1L2	g7-literature	gemma4	n	275
E18-L1L2R1	g7-literature	gemma4	strict	0.4397
E18-L1L2R1	g7-literature	gemma4	credited	0.4592
E18-L1L2R1	g7-literature	gemma4	d_strict	0.0364
E18-L1L2R1	g7-literature	gemma4	d_credited	0.004
E18-L1L2R1	g7-literature	gemma4	n	216
E18-L1L2L3R1	g7-literature	gemma4	strict	0.4663
E18-L1L2L3R1	g7-literature	gemma4	credited	0.5753
E18-L1L2L3R1	g7-literature	gemma4	d_strict	0.063
E18-L1L2L3R1	g7-literature	gemma4	d_credited	0.1201
E18-L1L2L3R1	g7-literature	gemma4	n	134
E18-baseline	mouse-human	gemma4	strict	0.2426
E18-baseline	mouse-human	gemma4	credited	0.2852
E18-baseline	mouse-human	gemma4	d_strict	0.0
E18-baseline	mouse-human	gemma4	d_credited	0.0
E18-baseline	mouse-human	gemma4	n	16980
E18-L1	mouse-human	gemma4	strict	0.2426
E18-L1	mouse-human	gemma4	credited	0.2852
E18-L1	mouse-human	gemma4	d_strict	0.0
E18-L1	mouse-human	gemma4	d_credited	0.0
E18-L1	mouse-human	gemma4	n	16979
E18-L2	mouse-human	gemma4	strict	0.2697
E18-L2	mouse-human	gemma4	credited	0.3122
E18-L2	mouse-human	gemma4	d_strict	0.027
E18-L2	mouse-human	gemma4	d_credited	0.027
E18-L2	mouse-human	gemma4	n	16397
E18-L1L2	mouse-human	gemma4	strict	0.2697
E18-L1L2	mouse-human	gemma4	credited	0.3123
E18-L1L2	mouse-human	gemma4	d_strict	0.027
E18-L1L2	mouse-human	gemma4	d_credited	0.027
E18-L1L2	mouse-human	gemma4	n	16396
E18-L1L2R1	mouse-human	gemma4	strict	0.2828
E18-L1L2R1	mouse-human	gemma4	credited	0.2876
E18-L1L2R1	mouse-human	gemma4	d_strict	0.0402
E18-L1L2R1	mouse-human	gemma4	d_credited	0.0023
E18-L1L2R1	mouse-human	gemma4	n	11249
E18-L1L2L3R1	mouse-human	gemma4	strict	0.3024
E18-L1L2L3R1	mouse-human	gemma4	credited	0.3107
E18-L1L2L3R1	mouse-human	gemma4	d_strict	0.0597
E18-L1L2L3R1	mouse-human	gemma4	d_credited	0.0255
E18-L1L2L3R1	mouse-human	gemma4	n	8433
E18-baseline	vdi-ebay	gemma4	strict	0.0593
E18-baseline	vdi-ebay	gemma4	credited	0.1109
E18-baseline	vdi-ebay	gemma4	d_strict	0.0
E18-baseline	vdi-ebay	gemma4	d_credited	0.0
E18-baseline	vdi-ebay	gemma4	n	6457
E18-L1	vdi-ebay	gemma4	strict	0.0593
E18-L1	vdi-ebay	gemma4	credited	0.1109
E18-L1	vdi-ebay	gemma4	d_strict	0.0
E18-L1	vdi-ebay	gemma4	d_credited	0.0
E18-L1	vdi-ebay	gemma4	n	6456
E18-L2	vdi-ebay	gemma4	strict	0.0719
E18-L2	vdi-ebay	gemma4	credited	0.1235
E18-L2	vdi-ebay	gemma4	d_strict	0.0126
E18-L2	vdi-ebay	gemma4	d_credited	0.0126
E18-L2	vdi-ebay	gemma4	n	6341
E18-L1L2	vdi-ebay	gemma4	strict	0.0719
E18-L1L2	vdi-ebay	gemma4	credited	0.1235
E18-L1L2	vdi-ebay	gemma4	d_strict	0.0126
E18-L1L2	vdi-ebay	gemma4	d_credited	0.0126
E18-L1L2	vdi-ebay	gemma4	n	6340
E18-L1L2R1	vdi-ebay	gemma4	strict	0.0835
E18-L1L2R1	vdi-ebay	gemma4	credited	0.0862
E18-L1L2R1	vdi-ebay	gemma4	d_strict	0.0242
E18-L1L2R1	vdi-ebay	gemma4	d_credited	-0.0247
E18-L1L2R1	vdi-ebay	gemma4	n	4622
E18-L1L2L3R1	vdi-ebay	gemma4	strict	0.0856
E18-L1L2L3R1	vdi-ebay	gemma4	credited	0.0967
E18-L1L2L3R1	vdi-ebay	gemma4	d_strict	0.0264
E18-L1L2L3R1	vdi-ebay	gemma4	d_credited	-0.0142
E18-L1L2L3R1	vdi-ebay	gemma4	n	984
E18-baseline	g1-web	gpt-oss	strict	0.2409
E18-baseline	g1-web	gpt-oss	credited	0.26
E18-baseline	g1-web	gpt-oss	d_strict	0.0
E18-baseline	g1-web	gpt-oss	d_credited	0.0
E18-baseline	g1-web	gpt-oss	n	3018
E18-L1	g1-web	gpt-oss	strict	0.2409
E18-L1	g1-web	gpt-oss	credited	0.26
E18-L1	g1-web	gpt-oss	d_strict	0.0
E18-L1	g1-web	gpt-oss	d_credited	0.0
E18-L1	g1-web	gpt-oss	n	3018
E18-L2	g1-web	gpt-oss	strict	0.2389
E18-L2	g1-web	gpt-oss	credited	0.2581
E18-L2	g1-web	gpt-oss	d_strict	-0.0019
E18-L2	g1-web	gpt-oss	d_credited	-0.0019
E18-L2	g1-web	gpt-oss	n	3016
E18-L1L2	g1-web	gpt-oss	strict	0.2389
E18-L1L2	g1-web	gpt-oss	credited	0.2581
E18-L1L2	g1-web	gpt-oss	d_strict	-0.0019
E18-L1L2	g1-web	gpt-oss	d_credited	-0.0019
E18-L1L2	g1-web	gpt-oss	n	3016
E18-L1L2R1	g1-web	gpt-oss	strict	0.2432
E18-L1L2R1	g1-web	gpt-oss	credited	0.2545
E18-L1L2R1	g1-web	gpt-oss	d_strict	0.0024
E18-L1L2R1	g1-web	gpt-oss	d_credited	-0.0056
E18-L1L2R1	g1-web	gpt-oss	n	2257
E18-L1L2L3R1	g1-web	gpt-oss	strict	0.2475
E18-L1L2L3R1	g1-web	gpt-oss	credited	0.2603
E18-L1L2L3R1	g1-web	gpt-oss	d_strict	0.0066
E18-L1L2L3R1	g1-web	gpt-oss	d_credited	0.0003
E18-L1L2L3R1	g1-web	gpt-oss	n	1756
E18-baseline	g2-diseases	gpt-oss	strict	0.222
E18-baseline	g2-diseases	gpt-oss	credited	0.23
E18-baseline	g2-diseases	gpt-oss	d_strict	0.0
E18-baseline	g2-diseases	gpt-oss	d_credited	0.0
E18-baseline	g2-diseases	gpt-oss	n	8924
E18-L1	g2-diseases	gpt-oss	strict	0.222
E18-L1	g2-diseases	gpt-oss	credited	0.23
E18-L1	g2-diseases	gpt-oss	d_strict	0.0
E18-L1	g2-diseases	gpt-oss	d_credited	0.0
E18-L1	g2-diseases	gpt-oss	n	8907
E18-L2	g2-diseases	gpt-oss	strict	0.2248
E18-L2	g2-diseases	gpt-oss	credited	0.2328
E18-L2	g2-diseases	gpt-oss	d_strict	0.0028
E18-L2	g2-diseases	gpt-oss	d_credited	0.0028
E18-L2	g2-diseases	gpt-oss	n	8895
E18-L1L2	g2-diseases	gpt-oss	strict	0.2248
E18-L1L2	g2-diseases	gpt-oss	credited	0.2328
E18-L1L2	g2-diseases	gpt-oss	d_strict	0.0028
E18-L1L2	g2-diseases	gpt-oss	d_credited	0.0028
E18-L1L2	g2-diseases	gpt-oss	n	8878
E18-L1L2R1	g2-diseases	gpt-oss	strict	0.2257
E18-L1L2R1	g2-diseases	gpt-oss	credited	0.2268
E18-L1L2R1	g2-diseases	gpt-oss	d_strict	0.0037
E18-L1L2R1	g2-diseases	gpt-oss	d_credited	-0.0032
E18-L1L2R1	g2-diseases	gpt-oss	n	6930
E18-L1L2L3R1	g2-diseases	gpt-oss	strict	0.2289
E18-L1L2L3R1	g2-diseases	gpt-oss	credited	0.2308
E18-L1L2L3R1	g2-diseases	gpt-oss	d_strict	0.0069
E18-L1L2L3R1	g2-diseases	gpt-oss	d_credited	0.0009
E18-L1L2L3R1	g2-diseases	gpt-oss	n	3394
E18-baseline	g3-text	gpt-oss	strict	0.455
E18-baseline	g3-text	gpt-oss	credited	0.4563
E18-baseline	g3-text	gpt-oss	d_strict	0.0
E18-baseline	g3-text	gpt-oss	d_credited	0.0
E18-baseline	g3-text	gpt-oss	n	1760
E18-L1	g3-text	gpt-oss	strict	0.455
E18-L1	g3-text	gpt-oss	credited	0.4563
E18-L1	g3-text	gpt-oss	d_strict	0.0
E18-L1	g3-text	gpt-oss	d_credited	0.0
E18-L1	g3-text	gpt-oss	n	1760
E18-L2	g3-text	gpt-oss	strict	0.4599
E18-L2	g3-text	gpt-oss	credited	0.4613
E18-L2	g3-text	gpt-oss	d_strict	0.005
E18-L2	g3-text	gpt-oss	d_credited	0.005
E18-L2	g3-text	gpt-oss	n	1741
E18-L1L2	g3-text	gpt-oss	strict	0.4599
E18-L1L2	g3-text	gpt-oss	credited	0.4613
E18-L1L2	g3-text	gpt-oss	d_strict	0.005
E18-L1L2	g3-text	gpt-oss	d_credited	0.005
E18-L1L2	g3-text	gpt-oss	n	1741
E18-L1L2R1	g3-text	gpt-oss	strict	0.4615
E18-L1L2R1	g3-text	gpt-oss	credited	0.4619
E18-L1L2R1	g3-text	gpt-oss	d_strict	0.0065
